text,emotion
I am deeply content.,Happy
"I have to say, The joy I feel from the situation is something I'll never forget.",Happy
I am not feeling much.,Normal
"Right now, I've had enough of my teacher disrespecting me every single day. I don't know what to do.",Anger
No one told me but The afternoon was quiet and I got some reading done.,Normal
"I have to say, my mentor mentioned they might drop by later this week. I needed to get that off my chest.",Normal
How is it possible to feel this happy?,Happy
I always knew that Everything is falling into place and I couldn't be more grateful.,Happy
"To be honest, The weather was pretty average today, not too hot or cold. I'm still processing everything.",Normal
Nothing feels the same since the game occurred.,Sad
"Looking back, Some days the sadness is so heavy it's hard to breathe. And that's just how it is.",Sad
The injustice of this the presentation makes me want to scream. I'm still processing everything.,Anger
Losing my partner has left a hole in my heart that won't heal. I'll figure it out.,Sad
"Right now, I grabbed lunch and worked through some pending items.",Normal
"Thinking about it now, The loneliness after the situation is something I wasn't prepared for. Life goes on, I suppose.",Sad
"Honestly, I confronted she about this because enough is enough.",Anger
I feel irritated.,Anger
"Thinking about it now, I've been grieving this loss for weeks and it hasn't gotten easier.",Sad
I am very cheerful.,Happy
"At this point, the manager mentioned they might drop by later this week. I'm still processing everything.",Normal
"To be honest, she is no longer here and I miss them so much. And that's just how it is.",Sad
I just realized I cried myself to sleep again last night because of the meeting. I needed to get that off my chest.,Sad
I am truly furious.,Anger
Is it okay to just be okay?,Normal
"Looking back, Today reminded me how much beauty there is in everyday moments.",Happy
"my teacher really crossed the line this time, I'm livid.",Anger
I am profoundly sad.,Sad
Man I'm heated.,Anger
"I was holding back tears of frustration during that meeting, but deep down I was absolutely raging inside.",Anger
I am okay.,Normal
"Honestly, Today was such a wonderful day, everything went perfectly. Life goes on, I suppose.",Happy
Why do I feel so neutral right now?,Normal
My hands felt cold and shaky after hearing the news.,Sad
"To be honest, they mentioned they might drop by later this week. And that's just how it is.",Normal
"Honestly, Losing my sister has left a hole in my heart that won't heal. I don't know what to do.",Sad
I always knew that Thinking about the proposal fills me with an indescribable sadness. I needed to get that off my chest.,Sad
"Honestly, I threw the papers across the room when I heard the news. I'm still processing everything.",Anger
"I think what hurts the most is not just losing them, but losing the version of myself I was when they were here.",Sad
I didn't realize how much I'd been suppressing until I finally broke down last night and couldn't stop.,Sad
I need to vent — I spent the afternoon organizing some files on my computer.,Normal
I feel very down.,Sad
Everything is falling into place and I couldn't be more grateful. And that's just how it is.,Happy
"Somehow, I slammed the door so hard when my mother said that ridiculous thing. I needed to get that off my chest.",Anger
"I have to say, My patience has completely run out with this school.",Anger
I am doing just fine.,Normal
So sad right now.,Sad
"I just realized The weather was pretty average today, not too hot or cold. It is what it is.",Normal
Seeing my partner's belongings just makes the sadness worse. It is what it is.,Sad
"Thinking about it now, I took the usual route to the project this morning. I don't know what to do.",Normal
"Somehow, The day ended without any major issues or surprises. I needed to get that off my chest.",Normal
Mourning.,Sad
I always knew that Seeing my mentor's belongings just makes the sadness worse.,Sad
I am gloomy.,Sad
I just realized I'm beaming with pride over what I accomplished with the event. I'm still processing everything.,Happy
"Looking back, My anger is completely justified given what my teacher did. Just needed to share this.",Anger
"Right now, I replied to some messages and scheduled a few meetings. I'm still processing everything.",Normal
I grabbed lunch and worked through some pending items. And that's just how it is.,Normal
I just realized I slammed the door so hard when the doctor said that ridiculous thing. I don't know what to do.,Anger
I'm so angry I can barely think straight right now. I needed to get that off my chest.,Anger
I am very unhappy.,Sad
I need to vent — Today marks the happiest day of my life because of the outcome. Just needed to share this.,Happy
I always knew that I talked briefly with the doctor about the upcoming plans. It is what it is.,Normal
I feel hopeless and don't know how things will ever get better.,Sad
I am grateful and happy.,Happy
I am very happy.,Happy
"Honestly, Today reminded me how much beauty there is in everyday moments.",Happy
I wish I could turn back time and prevent the interview from happening.,Sad
I finished my work for the day and had some dinner. I'll figure it out.,Normal
I am pissed off.,Anger
"I always knew that I danced around the room when I heard the amazing news. Life goes on, I suppose.",Happy
I found peace in the middle of what should have been a chaotic day.,Normal
I am laughing.,Happy
"Looking back, I laughed until my stomach hurt with the doctor today. I'll figure it out.",Happy
I can't stop the tears whenever I think about work.,Sad
"I always knew that I shared the good news with the manager and we celebrated together. Life goes on, I suppose.",Happy
I feel like I forced a smile all day and now I just feel hollow.,Sad
"To be honest, my colleague called me this afternoon and we talked for a while. I needed to get that off my chest.",Normal
"Looking back, I yelled because I couldn't contain my frustration anymore. Life goes on, I suppose.",Anger
I just realized Life feels so beautiful and full of possibilities right now. I needed to get that off my chest.,Happy
I am happy.,Happy
"Thinking about it now, I've had enough of my brother disrespecting me every single day.",Anger
I need to vent — I don't feel like eating or talking to anyone right now. Just needed to share this.,Sad
I've been through so much this year that feeling genuinely happy right now feels like a miracle.,Happy
I am terrifyingly angry.,Anger
"I always knew that There wasn't much happening today, just the usual routine. I'm still processing everything.",Normal
I just realized I finished my work for the day and had some dinner. And that's just how it is.,Normal
I need to vent — The day ended without any major issues or surprises. Just needed to share this.,Normal
"It's all good, nothing more.",Normal
I am totally normal.,Normal
Super happy.,Happy
I am extremely sad.,Sad
I always knew that I hugged my teammate tight and felt so much love and warmth. It is what it is.,Happy
"Somehow, I updated my schedule and moved a few tasks around. It is what it is.",Normal
"At this point, I just sat in the dark, too sad to move or do anything.",Sad
The grief I feel from the outcome is overwhelming me. I don't know what to do.,Sad
"Somehow, The weather was pretty average today, not too hot or cold. I needed to get that off my chest.",Normal
I am feeling so wonderful.,Happy
I feel incredible.,Happy
"Thinking about it now, I reviewed some documents and provided my standard feedback. I'm still processing everything.",Normal
I laughed until my stomach hurt with my boss today. I needed to get that off my chest.,Happy
I am broken.,Sad
I am not calm.,Anger
Why do I feel so joyful?,Happy
"Looking back, This whole the proposal is a disaster and I'm absolutely fuming.",Anger
"To be honest, I cried myself to sleep again last night because of the presentation.",Sad
I am radiating happiness.,Happy
"Looking back, Today was such a wonderful day, everything went perfectly. It is what it is.",Happy
I skipped down the hallway out of happiness.,Happy
"At this point, The weather was pretty average today, not too hot or cold.",Normal
I feel positive.,Happy
"Thinking about it now, I don't feel like eating or talking to anyone right now. And that's just how it is.",Sad
"At this point, I can't stand how my colleague always acts so inconsiderate. I'll figure it out.",Anger
I watched a documentary before going to sleep.,Normal
I feel deep sadness.,Sad
"To be honest, my mother was my whole world and now I don't know who I am.",Sad
"I just realized How dare my mother treat me this way, I'm beyond angry. Life goes on, I suppose.",Anger
I always knew that Losing the manager has left a hole in my heart that won't heal. Just needed to share this.,Sad
"Thinking about it now, I'm not overreacting, my friend genuinely behaved maddening. Life goes on, I suppose.",Anger
"Thinking about it now, Today was such a wonderful day, everything went perfectly. I'm still processing everything.",Happy
I can't stop the tears whenever I think about the presentation. Just needed to share this.,Sad
I am not happy.,Sad
Why do I keep crying at random things?,Sad
I am genuinely okay.,Normal
I am tremendously happy.,Happy
I am incredibly sad.,Sad
feeling great today honestly,Happy
I am beyond furious.,Anger
"Somehow, I finished my work for the day and had some dinner. I'll figure it out.",Normal
I'm beaming with pride over what I accomplished with the trip.,Happy
I feel incredible.,Happy
Sorrowful.,Sad
I shared the good news with my mother and we celebrated together. It's just too much.,Happy
"Thinking about it now, she was my whole world and now I don't know who I am.",Sad
I finished my work for the day and had some dinner. I'm still processing everything.,Normal
I am intensely joyful.,Happy
I am doing alright.,Normal
I am perfectly stable.,Normal
"Thinking about it now, she called me this afternoon and we talked for a while.",Normal
"Thinking about it now, I woke up at my usual time and started the day normally. Just needed to share this.",Normal
"Right now, I confronted my colleague about this because enough is enough. Life goes on, I suppose.",Anger
"At this point, Things at the outcome have been going pretty smoothly lately. I needed to get that off my chest.",Normal
"I have to say, I went to the store today to pick up a few things we needed. Life goes on, I suppose.",Normal
I slammed the door so hard when my brother said that ridiculous thing. I'll figure it out.,Anger
"Thinking about it now, The injustice of this the proposal makes me want to scream. It is what it is.",Anger
I cannot calm down.,Anger
I feel so-so.,Normal
"Thinking about it now, My patience has completely run out with this the project. I'm still processing everything.",Anger
"Looking back, I reminded my neighbor about the appointment scheduled for Friday. Life goes on, I suppose.",Normal
"At this point, Some days the sadness is so heavy it's hard to breathe.",Sad
Losing my boss has left a hole in my heart that won't heal.,Sad
I'm actually fuming.,Anger
I am very angry.,Anger
"At this point, my mother surprised me today and I couldn't stop smiling all day. It's just too much.",Happy
"I need to vent — I'm so happy I feel like I could burst, this is incredible! Life goes on, I suppose.",Happy
"I have to say, The sheer nerve of my brother to do that after everything I've done. I'll figure it out.",Anger
I need to vent — Every single day it's the same unacceptable behavior from my supervisor. It's just too much.,Anger
The joy I feel from the game is something I'll never forget. I needed to get that off my chest.,Happy
"Honestly, I want to bottle this feeling and keep it with me forever. Life goes on, I suppose.",Happy
"To be honest, This work has pushed me past my breaking point.",Anger
I am not devastated.,Normal
I am smiling.,Happy
"Honestly, I feel so alive and energized, everything feels right in the world. Life goes on, I suppose.",Happy
"Honestly, I keep reaching for my phone to call my father and then remember. It is what it is.",Sad
"Right now, I replied to some messages and scheduled a few meetings.",Normal
I just want to cry it out.,Sad
I slammed the door so hard when my roommate said that ridiculous thing. I needed to get that off my chest.,Anger
I feel so lucky to experience this kind of happiness right now. I'm still processing everything.,Happy
"Getting the outcome was a dream come true, I'm overjoyed.",Happy
I am brilliantly happy.,Happy
"I always knew that Every time I think about what happened, I get even more angry. I'll figure it out.",Anger
I am terribly sad.,Sad
"Looking back, How dare my teacher treat me this way, I'm beyond angry. I'm still processing everything.",Anger
I feel down.,Sad
I am so angry.,Anger
"I have to say, Getting the competition was a dream come true, I'm overjoyed. Life goes on, I suppose.",Happy
"Honestly, I want to bottle this feeling and keep it with me forever.",Happy
"Looking back, Things at the situation have been going pretty smoothly lately. It's just too much.",Normal
I've been crying all day thinking about the deadline. I don't know what to do.,Sad
I slammed the door so hard when my teammate said that ridiculous thing.,Anger
"I have to say, The world feels grey and meaningless since the conference.",Sad
I woke up at my usual time and started the day normally. Just needed to share this.,Normal
The project at the office is moving along at a steady pace. It is what it is.,Normal
I am catastrophically sad.,Sad
"Somehow, I'm not overreacting, my mother genuinely behaved disrespectful. I don't know what to do.",Anger
"Honestly, I yelled because I couldn't contain my frustration anymore.",Anger
I feel so-so.,Normal
"My phone broke right after the warranty expired, I'm mad.",Anger
No one told me but I made some coffee and started going through my emails. It is what it is.,Normal
"I always knew that I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
"No one told me but Getting the outcome was a dream come true, I'm overjoyed.",Happy
I just realized I made a list of things I need to get done this week. I'll figure it out.,Normal
"At this point, I'm not overreacting, my mentor genuinely behaved maddening. I'm still processing everything.",Anger
"At this point, I'm so happy I feel like I could burst, this is incredible!",Happy
I just realized I made a list of things I need to get done this week. I needed to get that off my chest.,Normal
I feel like I'm drowning in sorrow and can't find the surface. I don't know what to do.,Sad
"Looking back, Today was such a wonderful day, everything went perfectly. I don't know what to do.",Happy
"Somehow, I'm so angry I can barely think straight right now.",Anger
I feel down.,Sad
I am completely devastated.,Sad
The smile on my face hasn't faded since the conference happened. And that's just how it is.,Happy
"I have to say, I can't stop the tears whenever I think about the proposal. I'll figure it out.",Sad
"I always knew that Nothing out of the ordinary happened today, just regular tasks. It's just too much.",Normal
I am enraged.,Anger
I just realized I miss the way things used to be before all of this happened. Just needed to share this.,Sad
I'm crying my eyes out.,Sad
"Thinking about it now, I keep reaching for my phone to call my mother and then remember. I'm still processing everything.",Sad
I just feel empty inside.,Sad
"Right now, I yelled because I couldn't contain my frustration anymore.",Anger
I feel normal.,Normal
I feel awful.,Sad
"Somehow, The sheer nerve of my friend to do that after everything I've done. I'll figure it out.",Anger
I need to vent — I've had enough of the manager disrespecting me every single day. It is what it is.,Anger
I need to vent — my friend surprised me today and I couldn't stop smiling all day. I needed to get that off my chest.,Happy
"I just realized That meeting was a complete waste of time, I'm so irritated. I don't know what to do.",Anger
I am steady today.,Normal
"my supervisor really crossed the line this time, I'm livid.",Anger
"Looking back, The commute was about the same as usual today. It's just too much.",Normal
Someone said I inspired them and it made my entire day.,Happy
"Honestly, Nothing out of the ordinary happened today, just regular tasks.",Normal
"Honestly, We had a standard team meeting to go over the week's tasks. And that's just how it is.",Normal
I just realized Losing the manager has left a hole in my heart that won't heal. I needed to get that off my chest.,Sad
No one told me but I don't feel like eating or talking to anyone right now.,Sad
"Thinking about it now, I'm done tolerating this kind of behavior from my supervisor.",Anger
The sense of accomplishment I feel after finishing this is something I'll carry with me for a long time.,Happy
I am on cloud nine.,Happy
I just realized she mentioned they might drop by later this week.,Normal
The project at the exam is moving along at a steady pace. I needed to get that off my chest.,Normal
"To be honest, Nothing out of the ordinary happened today, just regular tasks.",Normal
The government keeps making decisions that make me so angry.,Anger
I am overwhelmingly angry.,Anger
"Thinking about it now, I'm so frustrated with the conference, it makes my blood boil. I'll figure it out.",Anger
"I just realized Every time I think about what happened, I get even more angry.",Anger
"I need to vent — Getting the results was a dream come true, I'm overjoyed.",Happy
my mother sent a routine update and I acknowledged it. I needed to get that off my chest.,Normal
"Thinking about it now, I read a book for a bit before going to bed last night. And that's just how it is.",Normal
"To be honest, I stared at old photos of my boss and just wept. And that's just how it is.",Sad
"To be honest, Waking up this morning I felt pure joy for the first time in ages. Just needed to share this.",Happy
I feel bliss.,Happy
"Honestly, Every little thing today felt magical and full of possibility. I'm still processing everything.",Happy
No one told me but I'm done tolerating this kind of behavior from my neighbor. I don't know what to do.,Anger
I made a list of things I need to get done this week. Just needed to share this.,Normal
i literally screamed out of frustration,Anger
I'm big happy rn.,Happy
"Right now, I can't forgive my father for what they did to the exam. I'm still processing everything.",Anger
"Honestly, I feel utterly alone and abandoned by everyone around me.",Sad
"At this point, I want to bottle this feeling and keep it with me forever.",Happy
I am not cool with that.,Anger
No one told me but my colleague sent a routine update and I acknowledged it. It is what it is.,Normal
I am on cloud nine.,Happy
Is it okay to just feel normal?,Normal
"To be honest, I went to the store today to pick up a few things we needed.",Normal
"Right now, the manager told me they love me and I felt like I was floating.",Happy
I need to vent — Some days the sadness is so heavy it's hard to breathe. I needed to get that off my chest.,Sad
No one told me but That was the most disgraceful thing my neighbor could have ever done. I needed to get that off my chest.,Anger
"Looking back, I prepared a simple meal and watched some television.",Normal
"I always knew that There wasn't much happening today, just the usual routine. I don't know what to do.",Normal
I am beaming.,Happy
The grief I feel from work is overwhelming me. It's just too much.,Sad
Just doing my thing as usual.,Normal
"At this point, I am absolutely seething at what he just did.",Anger
I am terribly sad.,Sad
Losing the manager has left a hole in my heart that won't heal. I'm still processing everything.,Sad
I can barely smile.,Sad
I always knew that they called me this afternoon and we talked for a while.,Normal
"Looking back, Every time I think about what happened, I get even more angry.",Anger
I feel average.,Normal
"I have to say, I feel so grateful and blessed to have the manager in my life. Just needed to share this.",Happy
No one told me but The silence in the house since the situation is unbearable. I'm still processing everything.,Sad
I've been smiling since yesterday and I genuinely can't remember the last time I felt this light and free.,Happy
"Every time I think about what happened, I get even more angry. I don't know what to do.",Anger
"I have to say, I miss the way things used to be before all of this happened.",Sad
"I have to say, I can't believe my boss did that to me, it's completely unacceptable! I'll figure it out.",Anger
"To be honest, I grabbed lunch and worked through some pending items. And that's just how it is.",Normal
"I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
I am doing just fine.,Normal
"Honestly, I hugged my coworker tight and felt so much love and warmth. And that's just how it is.",Happy
"At this point, my mother was my whole world and now I don't know who I am. I don't know what to do.",Sad
"Somehow, I've been crying all day thinking about the office. I don't know what to do.",Sad
I feel alright.,Normal
I got the the conference I've been working towards and I'm ecstatic! It is what it is.,Happy
routine day clocked in clocked out fine,Normal
I miss them so much that some days it feels physically impossible to breathe without them being here.,Sad
I am not hopeless.,Normal
"I always knew that I reminded she about the appointment scheduled for Friday. Life goes on, I suppose.",Normal
No one told me but The day was uneventful but productive enough overall. And that's just how it is.,Normal
I am extremely angry.,Anger
No one told me but I've been grieving this loss for weeks and it hasn't gotten easier.,Sad
I've had enough of my partner disrespecting me every single day. I'll figure it out.,Anger
I just realized That was the most disgraceful thing my mentor could have ever done.,Anger
I feel worthless.,Sad
"Somehow, I laughed until my stomach hurt with my sister today.",Happy
Why do I feel so great?,Happy
I caught up on some reading before bed.,Normal
I laughed today for the first time in a while.,Happy
Why does everything feel hopeless?,Sad
My patience has completely run out with this the process. It's just too much.,Anger
I reminded my roommate about the appointment scheduled for Friday. Just needed to share this.,Normal
Sad.,Sad
"Somehow, my mentor was my whole world and now I don't know who I am. I'm still processing everything.",Sad
"I just realized my mentor made me laugh so hard today, I love spending time together.",Happy
My patience has completely run out with this the competition. I needed to get that off my chest.,Anger
I miss the way things used to be before all of this happened. I'll figure it out.,Sad
No one told me but The loneliness after the results is something I wasn't prepared for. I needed to get that off my chest.,Sad
"Thinking about it now, I took the usual route to the game this morning. And that's just how it is.",Normal
"Somehow, Today marks the happiest day of my life because of the results. I'll figure it out.",Happy
I'm not feeling angry.,Normal
Plain.,Normal
I am just alright.,Normal
I always knew that I feel like I'm drowning in sorrow and can't find the surface. I don't know what to do.,Sad
"To be honest, I miss the way things used to be before all of this happened. Just needed to share this.",Sad
"To be honest, my mentor called me this afternoon and we talked for a while. Just needed to share this.",Normal
Everything is falling into place and I couldn't be more grateful. And that's just how it is.,Happy
I'm lowkey falling apart.,Sad
"Honestly, I spent the afternoon organizing some files on my computer. I'm still processing everything.",Normal
I need to vent — I reminded she about the appointment scheduled for Friday. I'll figure it out.,Normal
"Somehow, Getting the trip was a dream come true, I'm overjoyed.",Happy
"To be honest, Today reminded me how much beauty there is in everyday moments. And that's just how it is.",Happy
I feel hopeless and don't know how things will ever get better. It's just too much.,Sad
"Looking back, I yelled because I couldn't contain my frustration anymore. I don't know what to do.",Anger
"Somehow, I replied to some messages and scheduled a few meetings. Just needed to share this.",Normal
I've been crying all day thinking about the project.,Sad
I always knew that The smile on my face hasn't faded since the interview happened. I don't know what to do.,Happy
I always knew that I prepared a simple meal and watched some television. It is what it is.,Normal
"I need to vent — Seeing my boss's belongings just makes the sadness worse. Life goes on, I suppose.",Sad
I am not sad.,Happy
I feel content and at peace with where my life is right now. I'm still processing everything.,Happy
"To be honest, The grief I feel from the process is overwhelming me. I needed to get that off my chest.",Sad
I made a to-do list and worked through it.,Normal
I am not excited.,Normal
I was angry for a while but eventually calmed down.,Normal
"At this point, I feel like I'm drowning in sorrow and can't find the surface. I don't know what to do.",Sad
I feel unremarkable.,Normal
Suffering.,Sad
"Looking back, Today marks the happiest day of my life because of the outcome. And that's just how it is.",Happy
"Honestly, they was my whole world and now I don't know who I am. Just needed to share this.",Sad
I've had enough of they disrespecting me every single day.,Anger
I am delighted.,Happy
The loneliness after the presentation is something I wasn't prepared for.,Sad
"Thinking about it now, The world feels grey and meaningless since the situation. I needed to get that off my chest.",Sad
I feel unremarkable.,Normal
No one told me but We had a standard team meeting to go over the week's tasks.,Normal
"Somehow, I'm absolutely thrilled about the game, it's the best news ever!",Happy
I need to vent — I'm done tolerating this kind of behavior from she. I'm still processing everything.,Anger
I am just being.,Normal
"Right now, I yelled because I couldn't contain my frustration anymore.",Anger
I always knew that Everything reminds me of my supervisor and the pain comes flooding back. Just needed to share this.,Sad
"At this point, I went for a walk in the evening to clear my head a bit. It's just too much.",Normal
"This is absolutely thoughtless, I'm so furious right now. Life goes on, I suppose.",Anger
I can't forgive my roommate for what they did to the results. It is what it is.,Anger
No one told me but I yelled because I couldn't contain my frustration anymore.,Anger
I am deeply sad.,Sad
"Thinking about it now, Life feels so beautiful and full of possibilities right now. It is what it is.",Happy
"Right now, The grief I feel from the proposal is overwhelming me. I'll figure it out.",Sad
I am fed up.,Anger
"I have to say, I feel hopeless and don't know how things will ever get better. I needed to get that off my chest.",Sad
"Right now, I just sat in the dark, too sad to move or do anything.",Sad
I just realized Everything is falling into place and I couldn't be more grateful. I needed to get that off my chest.,Happy
I don't feel okay.,Anger
I confronted my partner about this because enough is enough. Just needed to share this.,Anger
"I have to say, I feel like I'm drowning in sorrow and can't find the surface. And that's just how it is.",Sad
"At this point, Everything reminds me of my sister and the pain comes flooding back. I don't know what to do.",Sad
"To be honest, my roommate left without saying goodbye and it broke me. And that's just how it is.",Sad
My roommate keeps leaving dishes in the sink and it infuriates me.,Anger
I am perfectly stable.,Normal
"At this point, The loneliness after school is something I wasn't prepared for. Just needed to share this.",Sad
I feel fantastic.,Happy
I danced around the room when I heard the amazing news. It is what it is.,Happy
"Thinking about it now, I got the the outcome I've been working towards and I'm ecstatic!",Happy
So angry right now.,Anger
I'm not feeling good today.,Sad
I always knew that My heart aches deeply and I don't know how to stop the pain. Just needed to share this.,Sad
No one told me but I can't forgive my mentor for what they did to the office. Just needed to share this.,Anger
"To be honest, I updated my schedule and moved a few tasks around. It's just too much.",Normal
Seeing my father's belongings just makes the sadness worse. And that's just how it is.,Sad
I need to vent — The silence in the house since the decision is unbearable. I'll figure it out.,Sad
"Honestly, My heart is full of joy after what happened with work. I'll figure it out.",Happy
I am not relaxed.,Anger
"No one told me but Today was such a wonderful day, everything went perfectly. And that's just how it is.",Happy
No one told me but Every little thing today felt magical and full of possibility. Just needed to share this.,Happy
I can't be okay right now.,Anger
I went to the store today to pick up a few things we needed. I don't know what to do.,Normal
I feel okay right now.,Normal
"Somehow, My eyes are swollen from all the crying I've done this week. I don't know what to do.",Sad
"my sister is no longer here and I miss them so much. Life goes on, I suppose.",Sad
I need to vent — I keep grinning to myself thinking about how well the decision went. And that's just how it is.,Happy
Why does everything feel hopeless?,Sad
Things are fine.,Normal
"To be honest, The day was uneventful but productive enough overall. It is what it is.",Normal
I am full of rage.,Anger
I need to vent — I'm so angry I can barely think straight right now. Just needed to share this.,Anger
I reminded he about the appointment scheduled for Friday. Just needed to share this.,Normal
"Looking back, I'm done tolerating this kind of behavior from my coworker. Just needed to share this.",Anger
I am not alright.,Sad
"Somehow, I threw the papers across the room when I heard the news. I'll figure it out.",Anger
I am not miserable.,Normal
"At this point, The way my teammate handled the results was completely unacceptable. I needed to get that off my chest.",Anger
I need to vent — I feel like I'm drowning in sorrow and can't find the surface.,Sad
"I just sat in the dark, too sad to move or do anything. It is what it is.",Sad
"No one told me but I reminded my supervisor about the appointment scheduled for Friday. Life goes on, I suppose.",Normal
I need to vent — I laughed until my stomach hurt with my mentor today. It is what it is.,Happy
"Right now, My anger is completely justified given what my colleague did. I don't know what to do.",Anger
"At this point, This is absolutely irresponsible, I'm so furious right now. I don't know what to do.",Anger
"At this point, I'm beaming with pride over what I accomplished with the proposal. Just needed to share this.",Happy
"Honestly, The loneliness after school is something I wasn't prepared for. Life goes on, I suppose.",Sad
I keep grinning to myself thinking about how well the deadline went.,Happy
No one told me but I spent the afternoon organizing some files on my computer.,Normal
No one told me but I feel like I'm drowning in sorrow and can't find the surface. I'm still processing everything.,Sad
I reminded my friend about the appointment scheduled for Friday.,Normal
I am very angry.,Anger
"To be honest, How dare my teacher treat me this way, I'm beyond angry.",Anger
"I have to say, I'm so angry I can barely think straight right now. It's just too much.",Anger
"Thinking about it now, I talked briefly with they about the upcoming plans. I'm still processing everything.",Normal
"No one told me but I shared the good news with my sister and we celebrated together. Life goes on, I suppose.",Happy
I just realized I feel like a part of me died when the game happened. I needed to get that off my chest.,Sad
"Somehow, I've been grieving this loss for weeks and it hasn't gotten easier. And that's just how it is.",Sad
"Honestly, The world feels grey and meaningless since the exam. Just needed to share this.",Sad
"I need to vent — How dare my brother treat me this way, I'm beyond angry. It's just too much.",Anger
I am extremely happy.,Happy
I feel joy right now.,Happy
I cried myself to sleep again last night because of the proposal. I needed to get that off my chest.,Sad
"Thinking about it now, I've been crying all day thinking about the outcome. I'm still processing everything.",Sad
I am not okay.,Anger
"I have to say, Today reminded me how much beauty there is in everyday moments. I needed to get that off my chest.",Happy
I need to vent — I spent the afternoon organizing some files on my computer. I'm still processing everything.,Normal
This whole the conference is a disaster and I'm absolutely fuming.,Anger
"Somehow, My heart is full of joy after what happened with the meeting.",Happy
I am supremely happy.,Happy
"Thinking about it now, Every single day it's the same absurd behavior from he. I needed to get that off my chest.",Anger
I am overwhelmingly happy.,Happy
No one told me but I grabbed lunch and worked through some pending items. I'm still processing everything.,Normal
"To be honest, they made me laugh so hard today, I love spending time together. I'm still processing everything.",Happy
I always knew that Today reminded me how much beauty there is in everyday moments.,Happy
I need to vent — I prepared a simple meal and watched some television.,Normal
"Looking back, I cried myself to sleep again last night because of the event. I needed to get that off my chest.",Sad
I feel like everything is falling apart.,Sad
I am really irritated.,Anger
"Somehow, Thinking about the deadline fills me with an indescribable sadness. It is what it is.",Sad
"Looking back, The silence in the house since work is unbearable. Life goes on, I suppose.",Sad
I took the bus home and listened to a podcast.,Normal
I have never been this angry.,Anger
"Somehow, I feel utterly alone and abandoned by everyone around me. I'll figure it out.",Sad
I am deeply heartbroken.,Sad
"I have to say, he sent a routine update and I acknowledged it. I needed to get that off my chest.",Normal
"Somehow, I shared the good news with she and we celebrated together. Just needed to share this.",Happy
"I have to say, My anger is completely justified given what my teammate did. And that's just how it is.",Anger
"At this point, I can't forgive the manager for what they did to the situation. I'll figure it out.",Anger
I am steady today.,Normal
I don't feel like eating or talking to anyone right now. I needed to get that off my chest.,Sad
I can't even look at myself in the mirror.,Sad
My heart is full of joy after what happened with the situation. It is what it is.,Happy
"Somehow, I wish I could turn back time and prevent the interview from happening.",Sad
"At this point, my colleague surprised me today and I couldn't stop smiling all day.",Happy
I am not at all happy.,Sad
"To be honest, Life feels so beautiful and full of possibilities right now. It's just too much.",Happy
Why am I so happy today?,Happy
"Somehow, I feel so lucky to experience this kind of happiness right now. Just needed to share this.",Happy
I am heartbroken.,Sad
I feel no sadness.,Normal
I just realized I keep reaching for my phone to call my partner and then remember. And that's just how it is.,Sad
Ordinary.,Normal
my brother called me this afternoon and we talked for a while.,Normal
No one told me but my coworker surprised me today and I couldn't stop smiling all day. It's just too much.,Happy
"Honestly, This the competition has pushed me past my breaking point. I needed to get that off my chest.",Anger
"I just realized my brother sent a routine update and I acknowledged it. Life goes on, I suppose.",Normal
"I have to say, Seeing my father's belongings just makes the sadness worse.",Sad
I laughed until my stomach hurt with he today. It is what it is.,Happy
I am delighted.,Happy
"Right now, My anger is completely justified given what my roommate did. I'll figure it out.",Anger
"Right now, I've been grieving this loss for weeks and it hasn't gotten easier.",Sad
"Honestly, I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
"Honestly, my friend was my whole world and now I don't know who I am. I'll figure it out.",Sad
I feel content and at peace with where my life is right now. Just needed to share this.,Happy
"Looking back, I slammed the door so hard when my brother said that ridiculous thing. I'm still processing everything.",Anger
"To be honest, I checked in with my partner and everything seems to be in order. It is what it is.",Normal
"I have to say, The silence in the house since the decision is unbearable. It is what it is.",Sad
"Honestly, I got the the game I've been working towards and I'm ecstatic! It is what it is.",Happy
I feel fantastic.,Happy
I always knew that I can't stand how my neighbor always acts so irresponsible. It is what it is.,Anger
"I have to say, Every time I think about what happened, I get even more angry. I'm still processing everything.",Anger
"I have to say, Getting the interview was a dream come true, I'm overjoyed. I needed to get that off my chest.",Happy
I always knew that Nothing feels the same since the event occurred. I don't know what to do.,Sad
I am not crying.,Normal
I always knew that Every little thing today felt magical and full of possibility. It's just too much.,Happy
I am not upset.,Normal
I feel numb.,Sad
"I can't even, I'm so mad.",Anger
"To be honest, This work has pushed me past my breaking point. I needed to get that off my chest.",Anger
I am weeping.,Sad
"I have to say, I prepared a simple meal and watched some television. It's just too much.",Normal
I am in a great mood.,Happy
"To be honest, The day was uneventful but productive enough overall. Life goes on, I suppose.",Normal
"Somehow, I'm so mad I haven't been able to sleep thinking about the interview. Just needed to share this.",Anger
No one told me but The sheer nerve of he to do that after everything I've done. I needed to get that off my chest.,Anger
"Somehow, I prepared a simple meal and watched some television. It is what it is.",Normal
"Looking back, I can't forgive the doctor for what they did to the interview.",Anger
I am ticked off.,Anger
