text,emotion
"To be honest, The project at the outcome is moving along at a steady pace. It's just too much.",Normal
I am incredibly sad.,Sad
I am so angry.,Anger
"I have to say, I can't stop the tears whenever I think about the results. I'll figure it out.",Sad
I am so angry.,Anger
I always knew that I wish I could turn back time and prevent the project from happening. I'm still processing everything.,Sad
I am not feeling strongly.,Normal
I am overwhelmingly angry.,Anger
I always knew that I can't forgive my sister for what they did to the conference.,Anger
"I checked in with the doctor and everything seems to be in order. Life goes on, I suppose.",Normal
I just realized I'm beaming with pride over what I accomplished with the game. I don't know what to do.,Happy
"To be honest, I'm so happy I feel like I could burst, this is incredible! I'm still processing everything.",Happy
I'm beaming with pride over what I accomplished with the interview. I'll figure it out.,Happy
"Right now, I've been grieving this loss for weeks and it hasn't gotten easier.",Sad
I always knew that The way my mentor handled the results was completely unacceptable. I'll figure it out.,Anger
"To be honest, The commute was about the same as usual today. It is what it is.",Normal
I am feeling neutral today.,Normal
"Thinking about it now, I made a list of things I need to get done this week. And that's just how it is.",Normal
I am thoroughly fine.,Normal
"Right now, I woke up at my usual time and started the day normally. I'll figure it out.",Normal
Today reminded me how much beauty there is in everyday moments. It's just too much.,Happy
I am extremely angry.,Anger
"Right now, I feel so empty and hollow inside after what happened. And that's just how it is.",Sad
The sheer nerve of my teammate to do that after everything I've done. I don't know what to do.,Anger
I need to vent — The unexpected kindness from my partner made my entire week. I'm still processing everything.,Happy
I feel neither sad nor happy.,Normal
I am elated.,Happy
I made a list of things I need to get done this week.,Normal
"Right now, I read a book for a bit before going to bed last night. I needed to get that off my chest.",Normal
"At this point, Losing the manager has left a hole in my heart that won't heal.",Sad
No one told me but I've been grieving this loss for weeks and it hasn't gotten easier. It's just too much.,Sad
I need to vent — The smile on my face hasn't faded since the game happened. It's just too much.,Happy
"Right now, I feel so empty and hollow inside after what happened. I'm still processing everything.",Sad
No one told me but I made some coffee and started going through my emails. It's just too much.,Normal
I am profoundly sad.,Sad
"Right now, I got the the competition I've been working towards and I'm ecstatic! I don't know what to do.",Happy
"I'm so frustrated with the trip, it makes my blood boil. And that's just how it is.",Anger
My patience has completely run out with this the interview. Just needed to share this.,Anger
I am just here.,Normal
"I just realized the manager really crossed the line this time, I'm livid. Life goes on, I suppose.",Anger
"I have to say, I'm so happy I feel like I could burst, this is incredible!",Happy
I am upset and angry.,Anger
I've had enough of my friend disrespecting me every single day.,Anger
I wish I could turn back time and prevent the interview from happening.,Sad
No one told me but I checked in with my colleague and everything seems to be in order. It's just too much.,Normal
I am super happy.,Happy
Things at the exam have been going pretty smoothly lately. And that's just how it is.,Normal
I need to vent — Thinking about the exam fills me with an indescribable sadness. And that's just how it is.,Sad
I always knew that I yelled because I couldn't contain my frustration anymore. I'm still processing everything.,Anger
"Looking back, The sheer nerve of my brother to do that after everything I've done. Just needed to share this.",Anger
"Thinking about it now, I can't believe my teacher did that to me, it's completely terrible! I'm still processing everything.",Anger
I need to vent — My heart aches deeply and I don't know how to stop the pain. I don't know what to do.,Sad
"At this point, I grabbed lunch and worked through some pending items. Life goes on, I suppose.",Normal
I am beyond furious.,Anger
No one told me but Losing my friend has left a hole in my heart that won't heal.,Sad
"I have to say, The unexpected kindness from my teacher made my entire week. I needed to get that off my chest.",Happy
I just realized I feel utterly alone and abandoned by everyone around me. I'm still processing everything.,Sad
Why am I so sad?,Sad
"At this point, Nothing out of the ordinary happened today, just regular tasks. Life goes on, I suppose.",Normal
"Somehow, I'm so angry I can barely think straight right now. I'll figure it out.",Anger
I am elated.,Happy
"Today was such a wonderful day, everything went perfectly. I'll figure it out.",Happy
"I feel so alive and energized, everything feels right in the world.",Happy
"I need to vent — I feel so alive and energized, everything feels right in the world. I needed to get that off my chest.",Happy
I always knew that I stared at old photos of the doctor and just wept. I don't know what to do.,Sad
"I am not great, not bad.",Normal
I feel no sadness.,Normal
"Somehow, This is absolutely horrible, I'm so furious right now. It is what it is.",Anger
"Right now, That meeting was a complete waste of time, I'm so irritated. Life goes on, I suppose.",Anger
"Looking back, Today reminded me how much beauty there is in everyday moments. It is what it is.",Happy
Today reminded me how much beauty there is in everyday moments. And that's just how it is.,Happy
I don't feel happy.,Sad
The loneliness after the decision is something I wasn't prepared for.,Sad
I always knew that I reminded my sister about the appointment scheduled for Friday. It's just too much.,Normal
No one told me but my father is no longer here and I miss them so much. I'll figure it out.,Sad
"Thinking about it now, I took the usual route to the outcome this morning. It's just too much.",Normal
I am done with this.,Anger
I feel alive.,Happy
"I just sat in the dark, too sad to move or do anything.",Sad
"I have to say, I'm absolutely thrilled about school, it's the best news ever! Life goes on, I suppose.",Happy
I am seething.,Anger
I cannot calm down.,Anger
I feel hollow.,Sad
"Thinking about it now, I've been crying all day thinking about the process. I'm still processing everything.",Sad
I am fantastically happy.,Happy
"To be honest, The weather was pretty average today, not too hot or cold. Life goes on, I suppose.",Normal
I am crushed.,Sad
my roommate is no longer here and I miss them so much.,Sad
"To be honest, That meeting was a complete waste of time, I'm so irritated. I'll figure it out.",Anger
I feel unremarkable.,Normal
"Thinking about it now, my brother was my whole world and now I don't know who I am. I don't know what to do.",Sad
"Looking back, I can't forgive she for what they did to the event. I needed to get that off my chest.",Anger
I am glowing.,Happy
"Somehow, Every little thing today felt magical and full of possibility. And that's just how it is.",Happy
The loneliness after the presentation is something I wasn't prepared for. I don't know what to do.,Sad
"Honestly, my boss called me this afternoon and we talked for a while.",Normal
"I need to vent — I'm so mad I haven't been able to sleep thinking about the decision. Life goes on, I suppose.",Anger
I took the usual route to the project this morning.,Normal
"I have to say, I want to bottle this feeling and keep it with me forever. I'm still processing everything.",Happy
Why am I feeling so neutral?,Normal
"To be honest, I've been grieving this loss for weeks and it hasn't gotten easier. It's just too much.",Sad
I always knew that I keep grinning to myself thinking about how well the situation went. I don't know what to do.,Happy
"Looking back, Things at the exam have been going pretty smoothly lately. I'm still processing everything.",Normal
"I have to say, I keep reaching for my phone to call my roommate and then remember. Just needed to share this.",Sad
"At this point, I reminded the manager about the appointment scheduled for Friday.",Normal
This whole the conference is a disaster and I'm absolutely fuming.,Anger
"To be honest, I wish I could turn back time and prevent the conference from happening. Life goes on, I suppose.",Sad
"Honestly, I replied to some messages and scheduled a few meetings. I'm still processing everything.",Normal
"Thinking about it now, I cried myself to sleep again last night because of the situation.",Sad
I talked briefly with the doctor about the upcoming plans. I don't know what to do.,Normal
The joy I feel from the conference is something I'll never forget.,Happy
I've had enough of they disrespecting me every single day. It is what it is.,Anger
"At this point, I can't believe my friend did that to me, it's completely unfair! And that's just how it is.",Anger
"To be honest, Seeing my brother's belongings just makes the sadness worse.",Sad
I slammed the door so hard when my supervisor said that ridiculous thing. I needed to get that off my chest.,Anger
"Somehow, My anger is completely justified given what my partner did. Life goes on, I suppose.",Anger
I am visibly angry.,Anger
I always knew that The day was uneventful but productive enough overall. It is what it is.,Normal
I am mourning.,Sad
I went for a walk in the evening to clear my head a bit.,Normal
"Thinking about it now, How dare my colleague treat me this way, I'm beyond angry. Life goes on, I suppose.",Anger
I always knew that The grief I feel from the meeting is overwhelming me. I don't know what to do.,Sad
"At this point, my partner left without saying goodbye and it broke me. I'll figure it out.",Sad
I am so glad.,Happy
"Honestly, Nothing feels the same since the presentation occurred. It is what it is.",Sad
I just realized I'm so angry I can barely think straight right now. It is what it is.,Anger
I always knew that Everything is falling into place and I couldn't be more grateful. And that's just how it is.,Happy
I need to vent — the doctor never listens and it drives me absolutely insane. Just needed to share this.,Anger
I keep reaching for my phone to call my coworker and then remember. I don't know what to do.,Sad
I am steady as always.,Normal
"Right now, How dare my teammate treat me this way, I'm beyond angry. It is what it is.",Anger
The silence in the house since the presentation is unbearable. And that's just how it is.,Sad
"Right now, Nothing feels the same since the trip occurred. I don't know what to do.",Sad
I need to vent — This the meeting has pushed me past my breaking point. It is what it is.,Anger
"Thinking about it now, I slammed the door so hard when my colleague said that ridiculous thing.",Anger
The day ended without any major issues or surprises. I'll figure it out.,Normal
"Looking back, I made some coffee and started going through my emails.",Normal
"the doctor really crossed the line this time, I'm livid.",Anger
"Looking back, I laughed until my stomach hurt with the doctor today. I'll figure it out.",Happy
I am not ecstatic.,Normal
No one told me but I got the the interview I've been working towards and I'm ecstatic! And that's just how it is.,Happy
"I always knew that I danced around the room when I heard the amazing news. Life goes on, I suppose.",Happy
"I always knew that I'm so angry I can barely think straight right now. Life goes on, I suppose.",Anger
"I need to vent — That meeting was a complete waste of time, I'm so irritated. Life goes on, I suppose.",Anger
"Right now, I'm so happy I feel like I could burst, this is incredible! I'm still processing everything.",Happy
Why am I so angry?,Anger
"I need to vent — Getting the conference was a dream come true, I'm overjoyed. It is what it is.",Happy
No one told me but I took the usual route to the process this morning.,Normal
I am doing my normal stuff.,Normal
"Stop it, I'm angry.",Anger
"No one told me but I can't believe my teammate did that to me, it's completely terrible! Just needed to share this.",Anger
"Honestly, Today marks the happiest day of my life because of the event. I'll figure it out.",Happy
I just realized The afternoon was quiet and I got some reading done. It is what it is.,Normal
"Looking back, My anger is completely justified given what my boss did. It's just too much.",Anger
I always knew that I feel like I'm drowning in sorrow and can't find the surface.,Sad
my supervisor is no longer here and I miss them so much.,Sad
"I just realized Nothing out of the ordinary happened today, just regular tasks. I needed to get that off my chest.",Normal
"Honestly, I hugged my mentor tight and felt so much love and warmth.",Happy
This is making me angry.,Anger
I always knew that I got the the outcome I've been working towards and I'm ecstatic! Just needed to share this.,Happy
I feel no anger.,Normal
"Looking back, I'm so frustrated with the results, it makes my blood boil. Life goes on, I suppose.",Anger
"Thinking about it now, I took the usual route to the process this morning. It's just too much.",Normal
"I'm not overreacting, my neighbor genuinely behaved maddening.",Anger
I always knew that Waking up this morning I felt pure joy for the first time in ages. I'm still processing everything.,Happy
"Right now, I feel so alive and energized, everything feels right in the world. I needed to get that off my chest.",Happy
"I can't believe the manager did that to me, it's completely reckless! Just needed to share this.",Anger
Why am I so angry?,Anger
"At this point, The day ended without any major issues or surprises. Life goes on, I suppose.",Normal
Why does this make me so mad?,Anger
The sheer nerve of my colleague to do that after everything I've done.,Anger
I replied to some messages and scheduled a few meetings.,Normal
I cried myself to sleep again last night because of the trip.,Sad
I've been crying all day thinking about the project.,Sad
"Right now, I replied to some messages and scheduled a few meetings.",Normal
"Somehow, I stared at old photos of my teammate and just wept. I needed to get that off my chest.",Sad
"Somehow, my partner sent a routine update and I acknowledged it. And that's just how it is.",Normal
"Honestly, I keep grinning to myself thinking about how well the interview went.",Happy
I am not feeling too much.,Normal
I woke up at my usual time and started the day normally. I don't know what to do.,Normal
I am utterly hopeless.,Sad
"To be honest, I've had enough of my teammate disrespecting me every single day. I'm still processing everything.",Anger
"Thinking about it now, I took the usual route to the deadline this morning. It's just too much.",Normal
I always knew that I feel utterly alone and abandoned by everyone around me. Just needed to share this.,Sad
"Somehow, The day was uneventful but productive enough overall.",Normal
"Thinking about it now, I've been grieving this loss for weeks and it hasn't gotten easier. It's just too much.",Sad
"I always knew that That meeting was a complete waste of time, I'm so irritated. I don't know what to do.",Anger
"At this point, I can't forgive my mentor for what they did to the results.",Anger
I just realized The unexpected kindness from my sister made my entire week. I needed to get that off my chest.,Happy
Every single day it's the same thoughtless behavior from my partner. I'll figure it out.,Anger
I need to vent — The day was uneventful but productive enough overall. And that's just how it is.,Normal
The day was uneventful but productive enough overall.,Normal
No one told me but My heart aches deeply and I don't know how to stop the pain. I'm still processing everything.,Sad
"Somehow, my mentor left without saying goodbye and it broke me. It is what it is.",Sad
I need to vent — The joy I feel from the office is something I'll never forget. It is what it is.,Happy
No one told me but I feel hopeless and don't know how things will ever get better. It is what it is.,Sad
No one told me but I cried myself to sleep again last night because of the conference. It is what it is.,Sad
"I have to say, Today was such a wonderful day, everything went perfectly. I don't know what to do.",Happy
I am elated.,Happy
I am not fine.,Sad
I'm so mad I haven't been able to sleep thinking about the results. I'll figure it out.,Anger
I need to vent — Today reminded me how much beauty there is in everyday moments. I needed to get that off my chest.,Happy
"At this point, There wasn't much happening today, just the usual routine. And that's just how it is.",Normal
"Somehow, I just sat in the dark, too sad to move or do anything. It is what it is.",Sad
I am on cloud nine.,Happy
"Looking back, I'm not overreacting, my teacher genuinely behaved irresponsible. I needed to get that off my chest.",Anger
"At this point, I am absolutely seething at what my sister just did. Life goes on, I suppose.",Anger
"Honestly, Today reminded me how much beauty there is in everyday moments. Just needed to share this.",Happy
I am thoroughly fine.,Normal
"To be honest, my sister really crossed the line this time, I'm livid. It's just too much.",Anger
"No one told me but I'm done tolerating this kind of behavior from my colleague. Life goes on, I suppose.",Anger
"To be honest, Nothing out of the ordinary happened today, just regular tasks.",Normal
"Honestly, My heart aches deeply and I don't know how to stop the pain. I needed to get that off my chest.",Sad
"Ugh, I'm so angry!",Anger
"I have to say, I took the usual route to the competition this morning. It's just too much.",Normal
No one told me but I threw the papers across the room when I heard the news. It is what it is.,Anger
"To be honest, The world feels grey and meaningless since the game.",Sad
"I have to say, I reviewed some documents and provided my standard feedback.",Normal
"Somehow, my coworker is no longer here and I miss them so much. I'll figure it out.",Sad
Thinking about the office fills me with an indescribable sadness. I don't know what to do.,Sad
"Right now, my neighbor was my whole world and now I don't know who I am. I don't know what to do.",Sad
"Thinking about it now, Everything is falling into place and I couldn't be more grateful.",Happy
I am feeling pretty normal.,Normal
I am intensely grieving.,Sad
they never listens and it drives me absolutely insane. It's just too much.,Anger
"I have to say, I yelled because I couldn't contain my frustration anymore.",Anger
"To be honest, I replied to some messages and scheduled a few meetings. I don't know what to do.",Normal
"To be honest, I've had enough of my teacher disrespecting me every single day. I'll figure it out.",Anger
"To be honest, Nothing feels the same since the meeting occurred. And that's just how it is.",Sad
I am very unhappy.,Sad
No one told me but I slammed the door so hard when my neighbor said that ridiculous thing. And that's just how it is.,Anger
Why do I feel so great?,Happy
I am sorrowful.,Sad
"Thinking about it now, I feel utterly alone and abandoned by everyone around me. I'm still processing everything.",Sad
I need to vent — I miss the way things used to be before all of this happened. I'm still processing everything.,Sad
"Honestly, Nothing feels the same since the trip occurred. I don't know what to do.",Sad
I feel nothing special.,Normal
"Honestly, I hugged my coworker tight and felt so much love and warmth. I don't know what to do.",Happy
The unexpected kindness from my boss made my entire week. I needed to get that off my chest.,Happy
"I have to say, I spent the afternoon organizing some files on my computer. I don't know what to do.",Normal
"Somehow, I stared at old photos of they and just wept. And that's just how it is.",Sad
I am excited.,Happy
"At this point, I feel so empty and hollow inside after what happened. I'll figure it out.",Sad
I am not broken.,Normal
"I have to say, The weather was pretty average today, not too hot or cold. I'll figure it out.",Normal
I am extremely upset.,Anger
"Honestly, Waking up this morning I felt pure joy for the first time in ages. I'll figure it out.",Happy
"I have to say, I got the the deadline I've been working towards and I'm ecstatic! I needed to get that off my chest.",Happy
"Thinking about it now, Things at the competition have been going pretty smoothly lately. I don't know what to do.",Normal
"To be honest, I don't feel like eating or talking to anyone right now. I'm still processing everything.",Sad
"Thinking about it now, I hugged my boss tight and felt so much love and warmth. Life goes on, I suppose.",Happy
I always knew that Every little thing today felt magical and full of possibility. I'll figure it out.,Happy
"Right now, my mother sent a routine update and I acknowledged it.",Normal
I need to vent — The way my supervisor handled school was completely unacceptable.,Anger
"Somehow, my father mentioned they might drop by later this week. Just needed to share this.",Normal
"I always knew that I'm absolutely thrilled about the exam, it's the best news ever! It is what it is.",Happy
"To be honest, I wish I could turn back time and prevent the presentation from happening. I don't know what to do.",Sad
I am terrifyingly angry.,Anger
"Thinking about it now, Getting the office was a dream come true, I'm overjoyed. I'm still processing everything.",Happy
No one told me but I'm done tolerating this kind of behavior from my neighbor. I don't know what to do.,Anger
I've been grieving this loss for weeks and it hasn't gotten easier. And that's just how it is.,Sad
"To be honest, I spent the afternoon organizing some files on my computer. Life goes on, I suppose.",Normal
"Thinking about it now, I'm not overreacting, they genuinely behaved horrible.",Anger
"Honestly, Why does my coworker always find a way to ruin everything? I needed to get that off my chest.",Anger
"I have to say, The day ended without any major issues or surprises. I needed to get that off my chest.",Normal
"Looking back, Getting the decision was a dream come true, I'm overjoyed. And that's just how it is.",Happy
"At this point, I'm so mad I haven't been able to sleep thinking about the meeting. I needed to get that off my chest.",Anger
"I just realized The weather was pretty average today, not too hot or cold. I don't know what to do.",Normal
I am thoroughly sad.,Sad
"At this point, Everything reminds me of my teacher and the pain comes flooding back. It's just too much.",Sad
"Somehow, My eyes are swollen from all the crying I've done this week.",Sad
"Thinking about it now, the deadline turned out even better than I ever imagined it would. It's just too much.",Happy
"I have to say, I'm so frustrated with the results, it makes my blood boil. It's just too much.",Anger
"I have to say, This is absolutely inconsiderate, I'm so furious right now. I'll figure it out.",Anger
"Right now, The project at school is moving along at a steady pace. Just needed to share this.",Normal
I've been crying all day thinking about the situation. I needed to get that off my chest.,Sad
"Every time I think about what happened, I get even more angry. I don't know what to do.",Anger
"Thinking about it now, the conference turned out even better than I ever imagined it would. I'll figure it out.",Happy
I feel down.,Sad
The silence in the house since the game is unbearable. I needed to get that off my chest.,Sad
I always knew that I want to bottle this feeling and keep it with me forever.,Happy
I am deeply heartbroken.,Sad
I slammed the door so hard when my supervisor said that ridiculous thing. And that's just how it is.,Anger
"Looking back, I miss the way things used to be before all of this happened. I don't know what to do.",Sad
"At this point, Today reminded me how much beauty there is in everyday moments. And that's just how it is.",Happy
I feel fantastic.,Happy
"Thinking about it now, I'm not overreacting, the manager genuinely behaved irresponsible. I don't know what to do.",Anger
Seeing my roommate's belongings just makes the sadness worse. It's just too much.,Sad
"Honestly, the manager mentioned they might drop by later this week.",Normal
"Right now, I talked briefly with he about the upcoming plans. And that's just how it is.",Normal
"Honestly, I confronted she about this because enough is enough. I needed to get that off my chest.",Anger
Waking up this morning I felt pure joy for the first time in ages. It is what it is.,Happy
"Looking back, Some days the sadness is so heavy it's hard to breathe. And that's just how it is.",Sad
"To be honest, I updated my schedule and moved a few tasks around. It's just too much.",Normal
I am thoroughly fine.,Normal
I confronted my sister about this because enough is enough. And that's just how it is.,Anger
"I am not great, not bad.",Normal
I am thrilled.,Happy
The day was uneventful but productive enough overall. And that's just how it is.,Normal
"I have to say, Every little thing today felt magical and full of possibility.",Happy
"Somehow, That meeting was a complete waste of time, I'm so irritated. I'm still processing everything.",Anger
I am overwhelmingly sad.,Sad
I grabbed lunch and worked through some pending items. It's just too much.,Normal
I am gloomy.,Sad
"Honestly, My eyes are swollen from all the crying I've done this week.",Sad
My heart aches deeply and I don't know how to stop the pain. It's just too much.,Sad
"No one told me but I feel like a part of me died when the results happened. Life goes on, I suppose.",Sad
"At this point, I feel hopeless and don't know how things will ever get better.",Sad
"To be honest, The weather was pretty average today, not too hot or cold. I'm still processing everything.",Normal
"No one told me but I just sat in the dark, too sad to move or do anything. Life goes on, I suppose.",Sad
"Thinking about it now, I talked briefly with my mentor about the upcoming plans.",Normal
I checked in with my coworker and everything seems to be in order. It's just too much.,Normal
I am crushed.,Sad
"Somehow, Everything reminds me of my teacher and the pain comes flooding back. Life goes on, I suppose.",Sad
"Honestly, my mentor never listens and it drives me absolutely insane. It is what it is.",Anger
I am just alright.,Normal
I am seething.,Anger
my mentor sent a routine update and I acknowledged it. And that's just how it is.,Normal
"Thinking about it now, I'm not overreacting, my colleague genuinely behaved absurd. It is what it is.",Anger
I just realized The joy I feel from the situation is something I'll never forget. And that's just how it is.,Happy
I am not unhappy.,Happy
I need to vent — I feel so empty and hollow inside after what happened. And that's just how it is.,Sad
"I have to say, Some days the sadness is so heavy it's hard to breathe.",Sad
"Right now, I went for a walk in the evening to clear my head a bit. I'll figure it out.",Normal
"I always knew that The weather was pretty average today, not too hot or cold.",Normal
I am not feeling great.,Sad
"Looking back, I feel so empty and hollow inside after what happened. I needed to get that off my chest.",Sad
I always knew that I made a list of things I need to get done this week. It's just too much.,Normal
I feel ordinary.,Normal
"No one told me but The project at the deadline is moving along at a steady pace. Life goes on, I suppose.",Normal
"I have to say, I finished my work for the day and had some dinner. I needed to get that off my chest.",Normal
"Right now, I'm absolutely thrilled about the office, it's the best news ever! It's just too much.",Happy
The loneliness after the results is something I wasn't prepared for. I'll figure it out.,Sad
"Honestly, I'm not overreacting, my sister genuinely behaved irresponsible. I needed to get that off my chest.",Anger
"To be honest, The world feels grey and meaningless since work. Just needed to share this.",Sad
I am not okay.,Anger
"Nothing out of the ordinary happened today, just regular tasks. It is what it is.",Normal
"Thinking about it now, I spent the afternoon organizing some files on my computer. And that's just how it is.",Normal
"Looking back, I've been crying all day thinking about the meeting. I needed to get that off my chest.",Sad
"Honestly, I've been crying all day thinking about the deadline. And that's just how it is.",Sad
I always knew that Everything is falling into place and I couldn't be more grateful. I don't know what to do.,Happy
"I have to say, I made some coffee and started going through my emails.",Normal
I just realized I cried myself to sleep again last night because of the results. It is what it is.,Sad
"I have to say, I prepared a simple meal and watched some television. It's just too much.",Normal
"Thinking about it now, Life feels so beautiful and full of possibilities right now. It is what it is.",Happy
"Thinking about it now, I confronted my teammate about this because enough is enough. And that's just how it is.",Anger
"Looking back, I feel hopeless and don't know how things will ever get better. And that's just how it is.",Sad
My eyes are swollen from all the crying I've done this week.,Sad
"Right now, I've been crying all day thinking about the exam.",Sad
I'm not feeling fine.,Sad
I am just here.,Normal
I spent the afternoon organizing some files on my computer.,Normal
I am suffering.,Sad
"Honestly, I wish I could turn back time and prevent the results from happening. I don't know what to do.",Sad
I feel amazing.,Happy
I am profoundly glad.,Happy
I just realized I can't stand how she always acts so thoughtless. I'll figure it out.,Anger
I am beaming.,Happy
I am really heated.,Anger
"I have to say, Waking up this morning I felt pure joy for the first time in ages.",Happy
"No one told me but Waking up this morning I felt pure joy for the first time in ages. Life goes on, I suppose.",Happy
"At this point, The unexpected kindness from my sister made my entire week. And that's just how it is.",Happy
I feel light.,Happy
I feel pure rage right now.,Anger
I always knew that I danced around the room when I heard the amazing news. Just needed to share this.,Happy
I feel blessed.,Happy
I need to vent — I made a list of things I need to get done this week.,Normal
"Right now, I've had enough of my partner disrespecting me every single day. I'm still processing everything.",Anger
"Thinking about it now, Every single day it's the same infuriating behavior from my neighbor. I don't know what to do.",Anger
"To be honest, I feel so alive and energized, everything feels right in the world. I don't know what to do.",Happy
I am not fine.,Anger
Thinking about the exam fills me with an indescribable sadness. It's just too much.,Sad
"Somehow, my teammate made me laugh so hard today, I love spending time together. I don't know what to do.",Happy
I always knew that I made a list of things I need to get done this week. And that's just how it is.,Normal
I just realized I took the usual route to the exam this morning. It's just too much.,Normal
"To be honest, she sent a routine update and I acknowledged it. I don't know what to do.",Normal
I am thoroughly sad.,Sad
I always knew that I stared at old photos of they and just wept. I'll figure it out.,Sad
"I have to say, I can't stop the tears whenever I think about the meeting. I'm still processing everything.",Sad
I always knew that I replied to some messages and scheduled a few meetings. I don't know what to do.,Normal
"I have to say, Today marks the happiest day of my life because of the game.",Happy
I went to the store today to pick up a few things we needed. It is what it is.,Normal
This is making me angry.,Anger
I'm not feeling angry.,Normal
"Honestly, I've been grieving this loss for weeks and it hasn't gotten easier. I needed to get that off my chest.",Sad
I am just okay.,Normal
"I just realized This is absolutely maddening, I'm so furious right now. Life goes on, I suppose.",Anger
No one told me but I feel like a part of me died when the trip happened. I don't know what to do.,Sad
"To be honest, I prepared a simple meal and watched some television. It's just too much.",Normal
I am crying.,Sad
Every little thing today felt magical and full of possibility. It's just too much.,Happy
"Somehow, I can't stand how the manager always acts so terrible.",Anger
I need to vent — I talked briefly with my neighbor about the upcoming plans. I'll figure it out.,Normal
I am in a great mood.,Happy
I have never been this angry.,Anger
I yelled because I couldn't contain my frustration anymore. I don't know what to do.,Anger
"Honestly, I went to the store today to pick up a few things we needed. Just needed to share this.",Normal
"I have to say, My eyes are swollen from all the crying I've done this week.",Sad
I always knew that My heart is full of joy after what happened with the presentation. I needed to get that off my chest.,Happy
"To be honest, the manager left without saying goodbye and it broke me. I'm still processing everything.",Sad
I am sad.,Sad
"Somehow, The sheer nerve of my friend to do that after everything I've done. I'll figure it out.",Anger
"Thinking about it now, I took the usual route to the project this morning. I don't know what to do.",Normal
I prepared a simple meal and watched some television. It is what it is.,Normal
The smile on my face hasn't faded since the presentation happened. I'm still processing everything.,Happy
This whole the event is a disaster and I'm absolutely fuming. I don't know what to do.,Anger
I am feeling alright.,Normal
"Somehow, I checked in with my partner and everything seems to be in order.",Normal
I feel balanced.,Normal
My heart is full of joy after what happened with the proposal.,Happy
"No one told me but That was the most infuriating thing my teacher could have ever done. Life goes on, I suppose.",Anger
I am smiling.,Happy
"At this point, I went for a walk in the evening to clear my head a bit. I needed to get that off my chest.",Normal
"Thinking about it now, I'm so frustrated with the conference, it makes my blood boil. I'll figure it out.",Anger
I am tearful.,Sad
"Thinking about it now, My patience has completely run out with this the proposal.",Anger
I need to vent — The smile on my face hasn't faded since the deadline happened.,Happy
I am incredibly joyful.,Happy
No one told me but I took the usual route to work this morning. I'll figure it out.,Normal
"Looking back, my sister left without saying goodbye and it broke me.",Sad
I feel balanced.,Normal
"Right now, That was the most inconsiderate thing my father could have ever done.",Anger
"To be honest, I woke up at my usual time and started the day normally. I'm still processing everything.",Normal
"To be honest, I shared the good news with my mentor and we celebrated together. And that's just how it is.",Happy
"Looking back, Every single day it's the same reckless behavior from my roommate.",Anger
"To be honest, my friend left without saying goodbye and it broke me. I don't know what to do.",Sad
"Somehow, I feel hopeless and don't know how things will ever get better. Life goes on, I suppose.",Sad
"Right now, my brother made me laugh so hard today, I love spending time together. And that's just how it is.",Happy
"Right now, Everything is falling into place and I couldn't be more grateful.",Happy
"Right now, I hugged they tight and felt so much love and warmth.",Happy
"Looking back, my sister told me they love me and I felt like I was floating.",Happy
"Thinking about it now, he is no longer here and I miss them so much.",Sad
I am done with this.,Anger
I took the usual route to the event this morning. It's just too much.,Normal
"At this point, My heart is full of joy after what happened with the event. And that's just how it is.",Happy
I am doing alright.,Normal
"To be honest, I took the usual route to work this morning.",Normal
"To be honest, I'm so frustrated with school, it makes my blood boil.",Anger
"Thinking about it now, they is no longer here and I miss them so much.",Sad
I am so unhappy.,Sad
my brother called me this afternoon and we talked for a while.,Normal
"Somehow, the manager never listens and it drives me absolutely insane. I'll figure it out.",Anger
I am upset and angry.,Anger
I checked in with my father and everything seems to be in order.,Normal
I always knew that That was the most reckless thing my mentor could have ever done. And that's just how it is.,Anger
"To be honest, Today was such a wonderful day, everything went perfectly. It's just too much.",Happy
"Thinking about it now, Nothing out of the ordinary happened today, just regular tasks.",Normal
"Looking back, I feel so lucky to experience this kind of happiness right now. Life goes on, I suppose.",Happy
I need to vent — I want to bottle this feeling and keep it with me forever. I needed to get that off my chest.,Happy
"I'm not overreacting, my mentor genuinely behaved reckless.",Anger
"Thinking about it now, I feel so grateful and blessed to have my mother in my life. Life goes on, I suppose.",Happy
I confronted my coworker about this because enough is enough. It's just too much.,Anger
I got the the conference I've been working towards and I'm ecstatic! It is what it is.,Happy
No one told me but I confronted my sister about this because enough is enough.,Anger
"Thinking about it now, This the competition has pushed me past my breaking point. I'll figure it out.",Anger
I feel so grateful and blessed to have my partner in my life. I'll figure it out.,Happy
"To be honest, I grabbed lunch and worked through some pending items. I don't know what to do.",Normal
"Everything reminds me of she and the pain comes flooding back. Life goes on, I suppose.",Sad
"To be honest, The commute was about the same as usual today.",Normal
"Looking back, I feel so empty and hollow inside after what happened. It's just too much.",Sad
I always knew that The afternoon was quiet and I got some reading done.,Normal
"At this point, I'm so mad I haven't been able to sleep thinking about the project.",Anger
"Looking back, I prepared a simple meal and watched some television. And that's just how it is.",Normal
"Thinking about it now, I slammed the door so hard when my teacher said that ridiculous thing. I'll figure it out.",Anger
I made some coffee and started going through my emails. It is what it is.,Normal
I am mad right now.,Anger
I just realized I updated my schedule and moved a few tasks around.,Normal
"Thinking about it now, I yelled because I couldn't contain my frustration anymore. It is what it is.",Anger
